run_id,config_label,baseline_variant,filename,base__property_result,base__frame_sizes,base__total_time,base__k,base__solver,base__max_memory(MB),base__execution_time(s),base__cpu_time(s),base__exit_code,base__timed_out,asc_l1l2__property_result,asc_l1l2__frame_sizes,asc_l1l2__total_time,asc_l1l2__k,asc_l1l2__solver,asc_l1l2__max_memory(MB),asc_l1l2__execution_time(s),asc_l1l2__cpu_time(s),asc_l1l2__exit_code,asc_l1l2__timed_out,desc_l2l1__property_result,desc_l2l1__frame_sizes,desc_l2l1__total_time,desc_l2l1__k,desc_l2l1__solver,desc_l2l1__max_memory(MB),desc_l2l1__execution_time(s),desc_l2l1__cpu_time(s),desc_l2l1__exit_code,desc_l2l1__timed_out,pic3__property_result,pic3__frame_sizes,pic3__total_time,pic3__k,pic3__solver,pic3__max_memory(MB),pic3__execution_time(s),pic3__cpu_time(s),pic3__exit_code,pic3__timed_out,base_x3__property_result,base_x3__frame_sizes,base_x3__total_time,base_x3__k,base_x3__solver,base_x3__max_memory(MB),base_x3__execution_time(s),base_x3__cpu_time(s),base_x3__exit_code,base_x3__timed_out
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/protocol/rtp_5_e7_3972.lus,Safe,2,0.068,2,31,19.37,0.52,0.11,0,false,Safe,2,0.072,2,31,47.99,0.54,0.12,0,false,Safe,2,0.068,2,31,47.64,0.62,0.11,0,false,Safe,2,0.068,2,31,95.79,0.52,0.24,0,false,Safe,2,0.107,2,31,103.98,0.63,0.36,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/protocol/swimmingpool_6_e7_10_e7_341.lus,Unsafe,5 4 2,0.357,3,271,48.69,0.84,0.38,40,false,Unsafe,4 3 1,0.390,3,259,48.40,0.83,0.40,40,false,Unsafe,19 16 10 3,1.603,4,1269,53.55,2.07,1.62,40,false,Unsafe,5 4 2,0.370,3,271,106.89,0.84,1.15,40,false,Unsafe,5 4 2,0.389,3,271,106.84,0.84,1.17,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/protocol/swimmingpool_7.lus,Unsafe,8 7 6 4 2,0.949,5,921,50.27,1.46,0.96,40,false,Unsafe,4 1,0.323,2,174,48.37,0.84,0.34,40,false,Unsafe,5 2,0.319,2,202,48.43,0.73,0.34,40,false,Unsafe,6 2,0.313,2,270,105.38,0.73,0.95,40,false,Unsafe,8 7 6 4 2,1.091,5,921,113.35,1.57,3.20,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/protocol/rtp_all_e7_2500.lus,Safe,16,0.584,2,362,48.84,1.04,0.63,0,false,Safe,17,0.612,2,386,49.60,1.15,0.66,0,false,Safe,15,0.557,2,342,52.90,1.04,0.60,0,false,Safe,16,0.597,2,362,108.29,1.04,1.81,0,false,Safe,16,0.628,2,362,110.20,1.15,1.92,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/protocol/swimmingpool_9.lus,Unsafe,10 2,0.714,2,459,50.01,1.18,0.74,40,false,Unsafe,20 16 11 8 5 4 3 2,4.492,8,3047,59.80,4.98,4.38,40,false,Unsafe,19 15 13 11 8 5 3,4.344,7,3373,59.14,4.76,4.33,40,false,Unsafe,10 2,0.797,2,459,111.48,1.25,2.50,40,false,Unsafe,10 2,0.844,2,459,111.29,1.36,2.55,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/protocol/rtp_10.lus,Safe,1,0.054,2,25,49.07,0.53,0.11,0,false,Safe,1,0.054,2,24,42.57,0.54,0.11,0,false,Safe,1,0.056,2,25,19.46,0.52,0.10,0,false,Safe,1,0.056,2,25,20.11,0.52,0.20,0,false,Safe,1,0.056,2,25,50.71,0.52,0.21,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/protocol/rtp_vt.lus,Safe,125 124 122 119 114 110 82 48,77.316,9,25046,128.25,77.85,76.43,0,false,Timeout,98 97 95 91 86 82 77 59 35,135.727,9,33129,227.37,302.27,1.27,1,true,Safe,101 100 98 95 90 87 81 72,69.580,9,24762,117.00,70.11,68.92,0,false,Safe,73 72 70 67 63 57 34,27.288,7,11429,264.19,58.65,172.47,0,false,Safe,121 120 119 116 111 107 80 47,92.197,9,23792,327.07,92.98,141.98,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/protocol/swimmingpool_5.lus,Unsafe,2 1,0.189,2,88,47.40,0.63,0.23,40,false,Unsafe,2 1,0.156,2,87,47.53,0.62,0.18,40,false,Unsafe,2 1,0.161,2,90,47.81,0.63,0.19,40,false,Unsafe,2 1,0.157,2,88,104.38,0.63,0.50,40,false,Unsafe,2 1,0.221,2,88,104.82,0.73,0.69,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/protocol/peterson_vt.lus,Unsafe,5 2,0.412,2,170,50.12,0.94,0.48,40,false,Unsafe,5 2,0.404,2,173,50.43,0.94,0.46,40,false,Unsafe,8 4,0.505,2,240,57.88,1.04,0.56,40,false,Unsafe,5 2,0.406,2,171,109.65,0.94,1.28,40,false,Unsafe,5 2,0.521,2,170,111.82,1.05,1.63,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_2.lus,Safe,2,0.068,2,37,44.00,0.52,0.10,0,false,Safe,2,0.071,2,39,19.44,0.53,0.10,0,false,Safe,2,0.065,2,37,33.55,0.52,0.10,0,false,Safe,2,0.067,2,37,94.58,0.54,0.23,0,false,Safe,2,0.068,2,37,102.54,0.62,0.24,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_3_e3_442_e5_260.lus,Safe,1,0.036,2,28,33.50,0.53,0.06,0,false,Safe,1,0.051,2,28,43.41,0.52,0.08,0,false,Safe,1,0.060,2,28,43.03,0.56,0.10,0,false,Safe,1,0.036,2,28,100.01,0.52,0.12,0,false,Safe,1,0.038,2,28,98.95,0.53,0.13,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_7_e7_3176.lus,Safe,6,0.145,2,100,47.53,0.62,0.18,0,false,Safe,6,0.146,2,95,47.28,0.64,0.17,0,false,Safe,6,0.149,2,100,47.82,0.63,0.19,0,false,Safe,6,0.150,2,100,103.78,0.63,0.47,0,false,Safe,6,0.153,2,100,104.46,0.64,0.49,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_1_e7_217_e3_132.lus,Safe,3,0.054,2,48,45.90,0.52,0.07,0,false,Safe,3,0.056,2,46,45.56,0.52,0.07,0,false,Safe,3,0.062,2,48,45.95,0.55,0.09,0,false,Safe,3,0.055,2,48,99.38,0.52,0.17,0,false,Safe,3,0.057,2,48,99.32,0.53,0.19,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_2_e7_145_e8_73.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_2_e7_145_e1_343.lus,Unsafe,,0.013,0,2,20.04,0.42,0.03,40,false,Unsafe,,0.013,0,2,32.28,0.42,0.04,40,false,Unsafe,,0.012,0,2,32.31,0.53,0.04,40,false,Unsafe,,0.012,0,2,20.41,0.43,0.06,40,false,Unsafe,,0.012,0,2,20.55,0.42,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/_6counters.lus,Unsafe,33 30 26 23 19 18 16 14 9,6.824,9,7056,65.17,7.28,6.75,40,false,Unsafe,40 37 33 30 24 23 17 16 13,14.979,9,12183,80.98,15.43,14.45,40,false,Unsafe,39 37 33 30 27 24 21 19 11,7.455,9,7717,66.39,7.87,7.38,40,false,Unsafe,33 30 26 23 19 18 16 14 9,7.158,9,6910,150.82,7.53,20.90,40,false,Unsafe,34 31 27 24 20 19 17 15 10,8.450,9,7000,152.71,8.93,25.23,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_7_e7_3176_e1_2924.lus,Safe,7,0.165,2,119,46.91,0.62,0.20,0,false,Safe,7,0.162,2,113,47.41,0.64,0.20,0,false,Safe,7,0.174,2,119,48.06,0.63,0.21,0,false,Safe,7,0.168,2,119,103.67,0.63,0.53,0,false,Safe,7,0.198,2,119,103.84,0.73,0.63,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_1_e2_3.lus,Safe,1,0.035,2,23,41.20,0.53,0.06,0,false,Safe,1,0.037,2,23,19.45,0.52,0.06,0,false,Safe,1,0.035,2,23,46.39,0.53,0.05,0,false,Safe,1,0.037,2,23,95.80,0.52,0.12,0,false,Safe,1,0.036,2,23,99.34,0.52,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_2_e7_145_e3_222.lus,Safe,4,0.067,2,59,45.65,0.52,0.08,0,false,Safe,3,0.054,2,45,45.65,0.53,0.07,0,false,Safe,3,0.052,2,45,45.98,0.53,0.07,0,false,Safe,4,0.064,2,59,99.39,0.52,0.18,0,false,Safe,4,0.068,2,59,56.84,0.55,0.24,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_3_e7_334_e2_62.lus,Safe,3,0.076,2,46,19.29,0.52,0.11,0,false,Safe,4,0.073,2,65,45.40,0.52,0.09,0,false,Safe,3,0.053,2,46,46.43,0.56,0.08,0,false,Safe,3,0.055,2,46,99.52,0.52,0.19,0,false,Safe,3,0.066,2,46,99.06,0.53,0.22,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_1.lus,Safe,3,0.085,2,54,44.12,0.52,0.12,0,false,Safe,3,0.077,2,51,43.79,0.52,0.10,0,false,Safe,3,0.137,2,54,47.11,0.63,0.19,0,false,Safe,3,0.079,2,54,102.07,0.52,0.26,0,false,Safe,3,0.089,2,54,101.25,0.52,0.29,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_3.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/traffic_e7_46_e7_171.lus,Unsafe,,0.013,0,1,31.79,0.52,0.04,40,false,Unsafe,,0.009,0,1,19.64,0.54,0.04,40,false,Unsafe,,0.008,0,1,32.76,0.42,0.04,40,false,Unsafe,,0.008,0,1,19.94,0.42,0.05,40,false,Unsafe,,0.009,0,1,59.16,0.42,0.06,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_2_e7_149.lus,Unsafe,,0.013,0,2,32.53,0.42,0.04,40,false,Unsafe,,0.012,0,2,32.62,0.52,0.04,40,false,Unsafe,,0.012,0,2,20.03,0.42,0.03,40,false,Unsafe,,0.012,0,2,59.58,0.42,0.06,40,false,Unsafe,,0.012,0,2,60.20,0.52,0.06,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_3_e7_334_e3_42.lus,Safe,3,0.053,2,48,45.40,0.54,0.07,0,false,Safe,3,0.058,2,48,45.93,0.52,0.07,0,false,Safe,4,0.071,2,65,46.27,0.53,0.09,0,false,Safe,3,0.056,2,48,99.61,0.54,0.20,0,false,Safe,3,0.063,2,48,99.45,0.52,0.20,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_7_e3_59_e7_2122.lus,Safe,6,0.158,2,105,47.26,0.63,0.20,0,false,Safe,6,0.151,2,99,47.45,0.64,0.18,0,false,Safe,6,0.152,2,105,47.78,0.62,0.18,0,false,Safe,6,0.155,2,105,102.79,0.64,0.49,0,false,Safe,6,0.163,2,105,103.82,0.63,0.52,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ex8_e7_74.lus,Unsafe,0,0.025,2,13,20.44,0.54,0.06,40,false,Unsafe,0,0.027,2,13,44.21,0.52,0.04,40,false,Unsafe,0,0.025,2,13,33.59,0.42,0.04,40,false,Unsafe,0,0.025,2,13,59.50,0.52,0.08,40,false,Unsafe,0,0.024,2,13,21.20,0.53,0.09,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ex8_e7_74_e7_740.lus,Unsafe,0,0.026,2,13,32.24,0.42,0.04,40,false,Unsafe,0,0.028,2,13,43.74,0.52,0.05,40,false,Unsafe,0,0.025,2,13,33.37,0.42,0.04,40,false,Unsafe,0,0.025,2,13,61.25,0.42,0.08,40,false,Unsafe,0,0.026,2,13,61.43,0.42,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_3_e7_99.lus,Unsafe,,0.020,0,2,21.27,0.52,0.07,40,false,Unsafe,,0.021,0,2,44.25,0.52,0.07,40,false,Unsafe,,0.021,0,2,44.38,0.52,0.06,40,false,Unsafe,,0.019,0,2,99.12,0.52,0.11,40,false,Unsafe,,0.022,0,2,94.29,0.52,0.12,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_3_e7_1312_e8_1916.lus,Safe,1,0.046,2,24,46.12,0.52,0.08,0,false,Safe,1,0.049,2,24,42.88,0.54,0.08,0,false,Safe,1,0.048,2,24,46.38,0.52,0.08,0,false,Safe,1,0.050,2,24,99.89,0.52,0.18,0,false,Safe,1,0.055,2,24,98.90,0.52,0.20,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ex8_e8_220_e7_249.lus,Unsafe,0,0.025,2,13,44.46,0.52,0.04,40,false,Unsafe,0,0.027,2,13,44.83,0.42,0.04,40,false,Unsafe,0,0.026,2,13,33.21,0.42,0.04,40,false,Unsafe,0,0.025,2,13,61.00,0.42,0.08,40,false,Unsafe,0,0.026,2,13,61.00,0.42,0.09,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/two_counters_e1_268.lus,Unsafe,,0.010,0,2,19.60,0.42,0.03,40,false,Unsafe,,0.011,0,2,32.38,0.52,0.03,40,false,Unsafe,,0.010,0,2,32.14,0.42,0.03,40,false,Unsafe,,0.010,0,2,19.91,0.52,0.05,40,false,Unsafe,,0.009,0,2,59.29,0.42,0.06,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_2.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_3_e1_36.lus,Unsafe,0,0.026,1,9,33.40,0.52,0.04,40,false,Unsafe,0,0.027,1,9,20.16,0.53,0.05,40,false,Unsafe,0,0.026,1,9,35.27,0.54,0.05,40,false,Unsafe,0,0.025,1,9,63.67,0.52,0.09,40,false,Unsafe,0,0.026,1,9,62.95,0.53,0.10,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_all_e8_505_e7_2450.lus,Safe,7,0.196,2,121,47.29,0.63,0.23,0,false,Safe,7,0.160,2,115,47.79,0.63,0.19,0,false,Safe,7,0.171,2,121,47.54,0.74,0.23,0,false,Safe,7,0.171,2,121,103.73,0.63,0.53,0,false,Safe,7,0.173,2,121,104.71,0.63,0.56,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_1_e1_350.lus,Unsafe,,0.012,0,2,20.02,0.53,0.05,40,false,Unsafe,,0.013,0,2,44.84,0.54,0.04,40,false,Unsafe,,0.012,0,2,32.66,0.43,0.04,40,false,Unsafe,,0.011,0,2,60.11,0.43,0.07,40,false,Unsafe,,0.013,0,2,59.96,0.52,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_3_e8_1703_e8_2560.lus,Safe,1,0.048,2,24,45.76,0.54,0.08,0,false,Safe,1,0.050,2,24,37.14,0.53,0.09,0,false,Safe,1,0.048,2,24,46.75,0.53,0.09,0,false,Safe,1,0.049,2,24,98.96,0.53,0.18,0,false,Safe,1,0.049,2,24,100.93,0.52,0.18,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_1_e3_389.lus,Safe,1,0.035,2,23,45.52,0.53,0.06,0,false,Safe,1,0.036,2,23,46.06,0.54,0.05,0,false,Safe,1,0.035,2,23,46.13,0.53,0.05,0,false,Safe,1,0.035,2,23,100.52,0.53,0.12,0,false,Safe,1,0.035,2,23,98.32,0.52,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_3_e3_442_e4_165.lus,Safe,1,0.034,2,24,45.15,0.52,0.05,0,false,Safe,1,0.036,2,24,46.15,0.54,0.06,0,false,Safe,1,0.037,2,28,46.02,0.53,0.06,0,false,Safe,1,0.034,2,24,62.88,0.54,0.11,0,false,Safe,1,0.034,2,24,99.82,0.52,0.11,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_1_e7_217_e7_31.lus,Unsafe,,0.012,0,2,19.91,0.42,0.03,40,false,Unsafe,,0.022,0,2,20.03,0.55,0.06,40,false,Unsafe,,0.013,0,2,32.65,0.54,0.05,40,false,Unsafe,,0.012,0,2,20.69,0.54,0.07,40,false,Unsafe,,0.012,0,2,59.45,0.53,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_1.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_all_e7_591.lus,Safe,6,0.149,2,102,47.29,0.63,0.20,0,false,Safe,6,0.148,2,95,47.40,0.64,0.18,0,false,Safe,6,0.143,2,97,47.29,0.63,0.18,0,false,Safe,6,0.148,2,102,104.18,0.65,0.47,0,false,Safe,6,0.160,2,102,103.71,0.63,0.50,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_2_e1_301.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/two_counters_e3_325.lus,Unsafe,0,0.027,1,17,45.16,0.43,0.05,40,false,Unsafe,0,0.029,1,17,42.77,0.53,0.05,40,false,Unsafe,0,0.029,1,17,45.38,0.52,0.05,40,false,Unsafe,0,0.027,1,17,61.73,0.53,0.10,40,false,Unsafe,0,0.029,1,17,97.90,0.53,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_3_e7_334.lus,Timeout,4,0.077,1,46,365.55,300.23,102.60,30,true,Unsafe,1 0,0.110,2,89,43.61,0.53,0.12,40,false,Unsafe,2 0,0.119,2,106,46.58,0.54,0.14,40,false,Unsafe,2 0,0.125,2,114,91.80,0.63,0.36,40,false,Timeout,4,0.063,1,46,811.14,300.20,324.69,30,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/_6counters_e8_371_e1_448.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_3_e8_1703_e7_3491.lus,Unsafe,,0.021,0,2,43.62,0.52,0.06,40,false,Unsafe,,0.021,0,2,45.40,0.53,0.07,40,false,Unsafe,,0.020,0,2,42.16,0.55,0.07,40,false,Unsafe,,0.020,0,2,100.45,0.53,0.11,40,false,Unsafe,,0.020,0,2,91.52,0.52,0.12,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_1_e7_1669.lus,Safe,3,0.086,2,54,42.37,0.53,0.12,0,false,Safe,3,0.086,2,55,34.75,0.64,0.12,0,false,Safe,3,0.084,2,54,34.66,0.63,0.12,0,false,Safe,3,0.087,2,54,94.97,0.52,0.28,0,false,Safe,3,0.091,2,54,99.88,0.52,0.30,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_1_e7_217.lus,Unsafe,1,0.042,1,26,45.78,0.53,0.07,40,false,Unsafe,1,0.046,1,26,42.55,0.54,0.07,40,false,Unsafe,1,0.044,1,26,45.81,0.52,0.06,40,false,Unsafe,1,0.044,1,26,99.65,0.55,0.16,40,false,Unsafe,1,0.044,1,26,98.64,0.52,0.15,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/traffic.lus,Safe,2,0.038,2,38,19.30,0.52,0.06,0,false,Safe,2,0.042,2,38,44.92,0.53,0.06,0,false,Safe,2,0.039,2,38,45.73,0.52,0.05,0,false,Safe,2,0.039,2,38,98.49,0.52,0.13,0,false,Safe,2,0.040,2,38,97.43,0.52,0.13,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/two_counters_e2_3.lus,Unsafe,0,0.021,1,9,33.06,0.52,0.04,40,false,Unsafe,0,0.023,1,9,33.11,0.53,0.04,40,false,Unsafe,0,0.020,1,9,33.30,0.42,0.04,40,false,Unsafe,0,0.021,1,9,60.73,0.52,0.08,40,false,Unsafe,0,0.025,1,9,61.79,0.53,0.10,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_7_e1_2192_e1_1852.lus,Safe,9,0.203,2,167,47.06,0.64,0.25,0,false,Safe,9,0.197,2,153,47.30,0.63,0.23,0,false,Safe,9,0.204,2,171,47.57,0.73,0.24,0,false,Safe,9,0.207,2,167,104.32,0.74,0.68,0,false,Safe,9,0.212,2,167,102.57,0.74,0.67,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/_6counters_e3_140_e8_149.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_7_e2_2724_e7_524.lus,Safe,6,0.151,2,105,47.15,0.62,0.18,0,false,Safe,6,0.145,2,99,47.65,0.63,0.18,0,false,Safe,6,0.152,2,105,47.19,0.62,0.19,0,false,Safe,6,0.154,2,105,104.50,0.65,0.49,0,false,Safe,6,0.157,2,105,103.34,0.63,0.50,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_2_e7_145_e2_169.lus,Safe,4,0.060,2,58,45.30,0.52,0.08,0,false,Safe,4,0.065,2,58,45.47,0.52,0.08,0,false,Safe,4,0.063,2,60,45.70,0.52,0.08,0,false,Safe,4,0.063,2,58,99.39,0.53,0.20,0,false,Safe,4,0.064,2,58,98.36,0.53,0.21,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_2_e7_145_e7_154.lus,Unsafe,,0.012,0,2,32.52,0.43,0.04,40,false,Unsafe,,0.013,0,2,20.04,0.42,0.04,40,false,Unsafe,,0.013,0,2,32.65,0.53,0.04,40,false,Unsafe,,0.012,0,2,20.65,0.42,0.07,40,false,Unsafe,,0.012,0,2,59.82,0.42,0.06,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/_6counters_e8_371_e7_304.lus,Unsafe,17 14 11 8,1.254,4,1532,50.87,1.78,1.25,40,false,Unsafe,18 15 12 9,1.347,4,1563,51.12,1.87,1.29,40,false,Unsafe,2 0,0.098,2,97,45.54,0.53,0.13,40,false,Unsafe,4 0,0.148,2,160,99.01,0.53,0.41,40,false,Unsafe,17 14 11 8,1.380,4,1532,112.90,1.89,4.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_2_e3_329_e4_1.lus,Safe,2,0.043,2,33,43.90,0.53,0.06,0,false,Safe,3,0.057,2,47,45.31,0.52,0.07,0,false,Safe,2,0.043,2,33,46.27,0.54,0.07,0,false,Safe,2,0.044,2,33,99.15,0.52,0.15,0,false,Safe,2,0.045,2,33,98.09,0.52,0.15,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/_6countern.lus,Unsafe,,0.006,0,1,19.23,0.42,0.03,40,false,Unsafe,,0.007,0,1,31.57,0.53,0.03,40,false,Unsafe,,0.006,0,1,19.11,0.42,0.03,40,false,Unsafe,,0.006,0,1,19.37,0.42,0.05,40,false,Unsafe,,0.006,0,1,19.49,0.42,0.05,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_3_e7_334_e7_118.lus,Unsafe,,0.010,0,1,32.40,0.44,0.04,40,false,Unsafe,,0.011,0,1,19.56,0.42,0.04,40,false,Unsafe,,0.034,0,1,44.06,0.53,0.07,40,false,Unsafe,,0.010,0,1,60.79,0.42,0.06,40,false,Unsafe,,0.010,0,1,60.07,0.52,0.06,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_3_e8_1703.lus,Safe,2,0.068,2,37,45.75,0.53,0.11,0,false,Safe,2,0.066,2,37,47.12,0.63,0.10,0,false,Safe,2,0.065,2,37,46.57,0.53,0.10,0,false,Safe,2,0.067,2,37,101.32,0.52,0.22,0,false,Safe,2,0.067,2,37,90.79,0.63,0.23,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_4.lus,Safe,2,0.063,2,39,46.29,0.52,0.09,0,false,Safe,2,0.063,2,37,31.71,0.54,0.09,0,false,Safe,2,0.064,2,39,44.04,0.52,0.10,0,false,Safe,2,0.065,2,39,94.96,0.52,0.22,0,false,Safe,2,0.065,2,39,93.82,0.53,0.23,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/ticket3i_3_e7_1312_e7_1495.lus,Unsafe,,0.025,0,2,43.79,0.53,0.09,40,false,Unsafe,,0.021,0,2,37.05,0.54,0.07,40,false,Unsafe,,0.019,0,2,46.67,0.52,0.06,40,false,Unsafe,,0.020,0,2,64.46,0.52,0.11,40,false,Unsafe,,0.020,0,2,101.51,0.53,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/misc/durationThm_1_e7_217_e1_89.lus,Unsafe,,0.013,0,2,32.91,0.44,0.04,40,false,Unsafe,,0.013,0,2,41.78,0.53,0.04,40,false,Unsafe,,0.012,0,2,20.04,0.42,0.04,40,false,Unsafe,,0.012,0,2,59.15,0.53,0.07,40,false,Unsafe,,0.013,0,2,60.46,0.52,0.07,40,false
